dn1n2,dn1p2,dre1n2,dre1rh2,dre1lh2,dle1n2,dle1rh2,dle1lh2,drk1n2,drk1rh2,drk1lh2,drk1rk2,drk1lk2,dlk1n2,dlk1rh2,dlk1lh2,dlk1rk2,dlk1lk2,dra1la2,dra1ra2,dra1rh2,dra1lh2,dra1rk2,dra1lk2,dla1la2,dla1ra2,dla1rh2,dla1lh2,dla1rk2,dla1lk2,drw1n2,drw1ne2,drw1rs2,drw1ls2,drw1p2,drw1rw2,drw1lw2,drw1re2,drw1le2,drw1rh2,drw1lh2,dlw1n2,dlw1ne2,dlw1rs2,dlw1ls2,dlw1p2,dlw1rw2,dlw1lw2,dlw1re2,dlw1le2,dlw1rh2,dlw1lh2,dn2p1,dre2n1,dre2rh1,dre2lh1,dle2n1,dle2rh1,dle2lh1,drk2n1,drk2rh1,drk2lh1,drk2lk1,dlk2n1,dlk2rh1,dlk2lh1,dlk2rk1,dra2rh1,dra2lh1,dra2rk1,dra2lk1,dla2rh1,dla2lh1,dla2rk1,dla2lk1,drw2n1,drw2ne1,drw2rs1,drw2ls1,drw2p1,drw2re1,drw2le1,drw2rh1,drw2lh1,dlw2n1,dlw2ne1,dlw2rs1,dlw2ls1,dlw2p1,dlw2re1,dlw2le1,dlw2rh1,dlw2lh1,label
0,0,0,745.45,624.81,0,720.91,595.32,0,677.45,541.87,288.5,509.61,0,680.21,545.32,294.93,513.28,816.27,523.0,691.61,559.48,320.35,528.3,810.16,513.42,684.39,550.53,304.45,518.81,0,0,0,0,0,0,356.81,0,0,681.15,546.5,0,0,0,0,0,0,421.9,0,0,717.4,591.06,0,0,0,0,0,0,0,413.78,221.0,225.46,294.93,589.65,474.67,476.77,509.61,468.77,470.89,504.12,507.83,782.63,783.9,804.3,806.63,0,0,0,0,0,0,0,0,0,458.54,339.49,286.8,431.6,337.58,468.02,427.85,296.45,299.79,fight
0,0,0,317.8,292.75,0,133.42,50.0,0,205.38,163.95,788.2,500.91,0,206.93,165.89,788.61,501.54,0,0,201.53,159.11,787.21,499.34,0,0,201.53,159.11,787.21,499.34,0,0,0,0,0,0,0,0,0,0,0,0,486.36,527.55,379.33,394.81,0,394.81,0,460.0,390.29,370.17,0,0,0,0,0,305.08,289.69,0,782.87,777.0,788.61,0,492.47,483.08,500.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.59,394.81,345.03,369.77,323.34,146.11,193.26,167.91,fight
0,375.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,881.06,0,0,618.81,0,0,431.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937.28,0,0,0,0,0,0,0,805.39,0,0,725.46,0,0,0,0,0,0,0,544.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,156.24,179.27,0,0,0,218.63,235.65,769.76,219.91,0,0,184.61,204.47,780.73,255.7,0,0,226.06,242.55,0,0,0,0,0,0,0,216.94,211.7,0,0,0,0,0,0,0,0,0,206.17,200.64,0,0,0,0,170.58,94.05,0,163.86,81.22,0,206.52,149.66,218.63,0,224.45,173.57,179.27,238.6,191.51,196.7,249.16,775.3,762.13,763.45,778.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,637.7,0,0,578.77,0,0,543.86,0,510.99,0,0,565.98,0,534.46,771.77,219.21,0,554.27,0,522.05,781.71,251.98,0,568.04,0,536.64,0,0,0,0,0,0,0,216.04,213.12,0,576.01,0,0,0,0,0,0,0,207.95,204.92,0,573.03,0,0,170.58,94.37,0,166.87,87.48,0,0,0,0,0,528.71,509.25,510.99,234.62,186.69,191.37,247.32,776.28,763.17,764.33,780.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,583.25,0,0,0,0,620.35,0,790.17,580.59,0,0,584.58,0,825.87,628.31,0,0,632.0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.8,0,344.7,284.94,0,264.6,0,0,0,0,0,0,0,0,0,0,0,0,608.7,583.17,620.35,0,0,0,0,604.87,579.17,579.25,616.59,808.17,789.12,789.18,816.99,0,0,0,0,0,0,0,0,0,0,263.61,402.7,133.24,267.08,0,151.58,178.87,39.56,fight
0,0,0,0,0,0,0,645.82,0,0,638.54,848.41,246.03,0,0,675.8,876.8,330.93,357.15,370.36,0,656.92,862.33,290.41,681.17,688.19,0,876.35,1039.25,648.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682.25,0,0,0,0,0,0,0,0,873.93,845.34,876.8,0,323.24,235.23,246.03,396.63,328.88,336.69,402.91,384.31,313.92,322.09,390.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689.88,440.11,0,0,0,0,690.68,441.35,0,0,0,0,0,0,600.52,0,301.04,0,33.3,0,29.68,0,0,0,0,647.72,0,386.7,0,244.99,0,244.52,0,0,0,0,0,0,0,261.49,110.17,0,0,0,0,0,0,0,0,433.4,362.76,385.51,410.56,685.62,643.3,656.4,671.41,0,0,0,0,0,0,0,0,0,0,394.61,488.5,329.73,409.09,124.95,213.14,261.93,111.2,fight
0,0,0,381.18,0,0,449.11,0,0,442.54,0,407.29,0,0,370.45,0,327.54,0,489.74,716.9,503.51,0,472.83,0,690.09,866.21,699.92,0,678.19,0,0,0,0,425.34,213.18,0,84.72,0,150.96,336.43,0,0,0,0,519.64,366.82,0,310.31,0,334.52,449.77,0,0,0,0,0,0,367.96,229.73,0,442.54,336.48,327.54,0,0,0,0,697.29,635.29,675.47,630.6,460.57,359.86,426.81,351.51,0,0,0,0,0,0,0,0,0,0,452.67,553.26,365.55,459.07,198.21,309.34,346.1,192.78,fight
0,0,0,0,0,0,0,0,0,0,0,402.95,0,0,0,0,99.01,0,0,0,0,0,272.87,0,0,0,0,0,285.46,0,0,0,0,0,0,0,86.28,0,240.14,0,0,0,0,0,0,0,0,61.0,0,232.26,0,0,0,0,0,0,0,494.77,352.21,0,442.41,273.84,99.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515.5,617.92,424.26,520.97,246.42,191.64,441.1,271.71,fight
0,0,0,584.64,0,0,559.91,0,0,674.69,0,646.32,0,0,500.44,0,461.48,0,0,0,882.34,0,860.84,0,0,0,562.64,0,528.28,0,0,0,0,0,0,0,124.33,0,313.32,512.17,0,0,0,0,0,0,0,265.96,0,391.73,563.56,0,0,0,0,0,0,579.52,425.83,0,680.09,554.98,461.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569.76,673.33,481.27,577.22,308.13,258.15,503.13,314.03,fight
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763.38,436.7,297.63,336.04,0,409.4,0,0,0,0,0,771.77,451.2,318.53,354.68,0,424.83,0,0,0,0,0,0,0,637.8,487.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652.27,755.15,571.56,662.9,377.9,339.11,572.51,398.6,0,670.67,771.1,592.47,681.01,408.83,373.28,593.39,428.04,fight
801.93,715.51,580.54,0,0,561.84,0,0,557.11,0,0,0,0,423.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.24,0,394.3,0,199.09,248.07,247.08,0,393.3,0,0,450.01,0,432.68,0,267.16,305.41,304.61,0,431.77,0,0,834.32,0,0,0,791.84,710.85,564.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730.66,763.7,856.11,677.26,766.07,477.28,454.36,642.0,474.71,730.32,763.38,855.82,676.89,765.75,476.77,453.82,641.62,474.2,fight
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.83,0,585.53,0,0,0,0,0,0,0,0,369.01,0,519.92,0,0,0,0,0,0,504.98,805.06,666.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.64,848.54,957.56,773.52,864.71,594.93,528.35,716.92,557.07,fight
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615.21,508.72,697.48,598.23,477.27,526.09,487.45,650.8,0,0,0,548.28,425.35,639.23,529.16,387.19,445.98,399.68,587.94,0,0,0,0,734.93,571.62,0,852.09,716.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929.41,1008.35,844.69,926.1,612.01,531.98,728.21,562.97,0,955.4,1032.35,873.2,952.17,650.8,576.18,761.1,604.91,fight
0,0,0,765.03,856.59,0,689.43,789.8,0,542.49,665.4,304.7,527.28,0,529.17,654.59,280.3,513.56,0,243.99,490.44,623.7,197.7,473.57,0,246.29,491.59,624.6,200.52,474.75,0,385.02,371.3,0,345.16,520.1,359.91,358.85,341.86,591.66,706.07,0,392.9,379.46,0,353.93,525.96,368.33,367.29,350.71,596.82,710.4,0,0,664.06,525.33,0,655.04,513.88,0,678.84,543.89,280.3,0,803.74,693.54,527.28,693.74,562.38,336.59,314.67,0,0,0,0,0,984.59,1051.8,888.61,969.51,711.13,629.09,763.36,646.3,0,910.19,982.51,805.4,893.86,603.94,504.76,664.64,526.06,fight
0,0,0,0,500.44,0,0,740.02,0,0,531.09,270.17,515.32,0,0,536.39,280.45,520.78,0,0,0,528.92,265.88,513.08,0,0,0,501.95,207.1,485.23,0,268.08,0,251.29,239.18,0,0,235.54,0,0,547.05,0,458.52,0,448.91,442.24,0,0,440.29,0,0,661.54,0,0,509.25,536.24,0,0,0,0,542.26,567.68,280.45,0,697.57,717.51,515.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,490.21,0,0,788.4,0,0,571.99,339.06,558.43,0,0,529.17,260.41,514.48,594.02,593.79,0,765.03,610.79,754.94,594.02,593.79,0,765.03,610.79,754.94,0,401.9,400.2,393.75,396.64,455.51,622.51,0,0,0,623.29,0,347.98,346.01,338.54,341.9,408.73,589.14,0,0,0,589.96,0,0,0,0,0,0,0,0,518.65,590.53,260.41,0,682.55,738.65,558.43,498.52,572.93,307.39,217.57,498.8,573.17,307.83,218.2,0,968.45,1012.14,889.17,950.52,243.53,663.75,547.91,616.38,0,1057.32,1097.48,985.21,1040.92,489.22,787.78,692.99,748.3,fight
0,0,0,0,555.67,0,0,777.41,0,0,494.9,240.26,254.1,0,0,555.13,347.81,357.51,688.81,484.09,0,670.37,512.06,518.69,767.09,590.17,0,750.57,613.32,618.87,0,394.78,391.45,384.55,387.62,446.79,386.76,382.77,0,0,603.62,0,496.66,494.03,488.58,491.0,538.93,490.32,487.18,0,0,674.67,0,0,488.17,576.84,0,0,0,0,518.61,602.82,347.81,0,525.16,608.46,254.1,491.02,579.25,172.81,305.14,693.7,758.72,519.6,577.26,0,968.93,1014.59,896.35,955.35,379.51,663.04,539.83,621.17,0,942.75,989.62,867.99,928.79,306.57,624.17,491.3,579.49,fight
0,845.03,0,537.07,0,0,811.56,0,0,651.7,0,402.78,0,0,557.37,0,219.49,0,0,0,542.86,0,179.49,0,0,0,544.85,0,185.41,0,0,160.96,169.04,0,135.3,0,165.61,0,135.96,546.78,0,0,446.52,449.49,0,437.92,0,448.22,0,438.13,687.35,0,0,0,0,0,845.13,631.86,527.42,855.72,645.95,544.23,219.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850.41,927.78,987.37,845.45,916.37,130.0,622.16,638.89,535.84,fight
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.54,0,0,0,207.06,262.34,0,431.65,0,0,0,315.41,0,0,0,293.14,334.48,0,478.94,0,0,0,0,0,0,817.08,737.55,584.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724.0,802.41,892.86,715.07,803.9,111.77,446.79,632.87,445.81,741.7,818.42,907.27,732.99,819.88,196.06,474.94,653.05,474.02,fight
809.63,0,0,0,0,554.79,0,0,704.49,0,0,544.16,0,462.46,0,0,116.93,0,0,0,0,0,196.77,0,0,0,0,0,198.56,0,0,0,0,0,0,0,0,0,0,0,0,466.84,0,0,0,0,0,204.17,0,0,0,0,859.87,0,0,0,0,0,0,674.76,592.57,382.27,116.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692.28,746.53,855.72,646.01,750.42,0,362.68,612.44,412.39,fight
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.61,0,0,0,0,0,247.49,0,0,0,0,0,0,0,0,0,0,0,282.84,0,332.8,0,0,0,0,0,0,0,0,210.61,0,274.07,0,0,0,0,0,0,678.33,642.64,459.76,0,0,0,0,0,0,0,0,0,0,0,0,610.9,414.25,529.13,205.46,0,0,0,0,0,0,0,0,0,655.27,704.97,820.74,590.88,704.97,0,334.4,618.24,425.0,fight
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471.53,0,96.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,673.17,0,0,0,0,482.51,0,413.62,537.4,0,0,609.7,0,226.28,411.0,0,0,501.85,0,0,0,756.71,0,382.39,0,0,0,0,0,0,0,0,754.0,0,377.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727.38,583.8,482.51,0,0,0,0,667.94,507.82,608.45,387.15,573.08,374.39,502.49,179.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,541.78,0,0,0,0,0,0,0,0,0,0,463.14,0,0,0,0,126.37,166.88,370.84,0,0,0,84.77,381.52,505.21,0,0,0,353.41,0,0,241.15,0,163.2,0,0,0,0,0,0,0,0,205.97,0,104.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538.13,517.38,311.71,463.14,630.89,476.97,587.23,382.5,536.98,343.26,484.93,191.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,474.11,0,0,0,0,0,0,0,0,0,591.03,0,0,0,0,383.8,0,0,407.71,0,0,531.04,0,0,222.77,0,0,406.7,0,0,225.06,226.68,0,160.37,0,131.64,0,0,0,0,0,184.84,186.82,0,96.08,0,29.07,0,0,0,0,0,0,0,0,0,0,0,598.0,616.84,461.74,383.8,0,0,0,0,514.51,312.13,483.26,177.56,0,0,0,0,0,0,0,0,0,0,0,0,0,465.18,569.15,703.12,441.19,572.15,275.31,174.48,489.17,268.32,fight
0,0,0,0,0,0,0,0,0,0,0,705.69,0,0,0,0,506.02,0,530.2,530.87,0,0,634.56,0,386.08,387.01,0,0,520.2,0,0,194.26,731.07,172.8,304.85,134.36,0,0,0,0,0,0,171.06,725.25,146.24,290.62,97.86,0,0,0,0,0,0,0,0,0,0,0,0,0,702.17,567.84,506.02,0,0,0,0,610.08,449.0,614.14,367.72,609.5,448.21,613.56,366.75,0,596.77,731.33,465.02,597.76,298.84,196.1,503.24,287.5,0,0,0,0,0,0,0,0,0,fight
0,158.97,0,0,0,0,0,0,0,0,0,623.46,0,0,0,0,395.68,0,0,394.78,0,0,400.67,0,0,420.32,0,0,425.85,0,0,173.92,188.45,0,101.97,0,0,0,0,0,0,0,168.0,183.0,0,91.51,0,0,0,0,0,0,0,0,0,0,0,0,0,413.94,631.26,465.78,395.68,0,0,0,0,627.54,460.73,619.7,389.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,623.51,0,0,0,0,422.27,0,0,331.22,0,0,422.17,0,0,387.77,0,0,467.85,0,0,89.05,199.62,0,109.15,73.55,0,0,0,0,0,0,145.62,230.49,0,158.71,136.69,0,0,0,0,0,0,0,0,0,0,0,0,0,634.63,484.49,422.27,0,0,0,0,578.13,407.68,565.9,331.34,0,0,0,0,0,554.54,687.05,431.27,559.02,328.31,176.16,476.95,243.83,0,0,0,0,0,0,0,0,0,fight
0,297.84,0,0,0,0,0,0,0,0,0,631.51,0,0,0,0,415.27,0,0,528.0,0,0,515.02,0,0,478.13,0,0,463.76,0,0,0,176.31,0,92.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.44,616.57,477.41,415.27,0,0,0,0,627.45,491.38,642.13,431.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,534.63,351.78,0,637.67,494.52,0,498.27,293.59,57.56,383.26,0,495.06,288.11,11.31,379.08,167.84,169.31,516.37,323.35,147.22,406.51,160.02,161.55,513.88,319.36,138.23,403.34,0,641.08,146.34,728.07,437.11,12.81,0,0,400.12,495.1,288.17,0,672.08,249.24,755.51,481.43,202.16,0,0,448.11,534.63,351.78,0,0,0,0,0,402.0,404.47,0,40.79,60.53,11.31,0,381.1,383.72,383.26,93.04,103.23,101.51,84.38,90.34,100.8,99.05,81.39,0,728.04,752.04,549.06,650.55,202.16,402.08,40.79,60.53,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,679.22,591.58,0,0,0,473.81,336.34,482.89,485.93,0,0,463.49,321.64,483.54,486.58,0,0,464.17,322.62,0,0,0,0,0,0,0,0,0,0,0,0,709.93,815.92,0,452.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624.64,466.22,473.81,0,528.02,325.55,591.58,641.46,488.53,694.73,495.78,639.17,485.51,692.6,492.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,285.39,0,0,0,0,0,0,0,0,0,663.61,665.05,0,0,0,543.92,545.68,449.74,349.76,0,0,446.89,449.03,710.63,651.97,0,0,708.83,710.18,0,0,0,604.4,348.75,0,0,245.52,253.82,0,0,0,0,0,584.2,312.42,0,0,190.43,201.02,0,0,0,141.8,526.24,333.29,155.72,530.16,339.45,317.35,597.94,437.83,543.92,320.35,599.54,440.0,665.05,529.29,338.09,602.49,467.41,600.07,440.73,665.53,546.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,685.62,632.95,0,0,0,528.25,457.82,602.63,684.28,0,0,699.02,647.44,588.98,672.29,0,0,687.28,634.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472.2,645.3,507.08,528.25,391.83,589.04,433.23,632.95,629.31,486.56,670.58,508.59,539.4,362.86,587.03,391.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,812.68,0,544.83,380.19,0,742.27,631.4,0,595.81,450.21,250.3,339.44,0,614.13,474.2,291.25,370.67,560.12,559.78,775.01,669.59,555.25,600.73,543.37,543.02,762.99,655.64,538.35,585.14,0,234.34,837.76,0,464.58,326.69,369.82,354.47,649.83,591.41,444.37,0,332.64,870.39,0,521.12,403.06,438.75,425.89,691.38,636.79,503.19,0,755.16,490.66,448.0,931.07,733.06,705.22,708.54,415.36,363.98,291.25,744.72,474.44,430.17,339.44,421.39,370.85,260.19,299.79,421.84,371.36,260.91,300.42,742.52,751.08,236.96,678.19,370.53,231.95,554.91,470.98,426.36,762.48,770.82,293.59,699.99,409.07,289.56,581.35,501.86,460.24,fight
0,0,0,0,0,0,0,0,0,0,0,357.8,342.53,0,0,0,367.07,352.21,0,605.91,0,0,589.53,580.39,0,605.03,0,0,588.62,579.47,0,0,0,0,0,404.65,337.01,0,0,0,0,0,0,0,0,0,409.66,343.01,0,0,0,0,0,0,0,0,0,0,0,0,447.15,381.76,367.07,0,435.03,367.49,342.53,468.53,406.6,384.19,392.84,0,0,0,0,0,228.09,231.9,225.18,227.81,224.04,226.42,430.81,362.49,0,43.1,60.07,23.19,41.61,5.0,33.14,368.01,285.02,fight
0,0,0,230.43,0,0,492.06,0,0,344.89,0,337.65,304.33,0,363.9,0,357.05,325.72,318.29,0,382.0,0,375.48,345.82,526.92,0,567.68,0,563.31,543.99,0,656.22,0,0,0,364.23,0,493.32,0,314.84,0,0,707.11,0,0,0,449.48,0,559.23,0,410.49,0,0,792.13,555.6,514.53,0,0,0,691.59,399.4,339.94,357.05,675.95,371.65,306.87,304.33,0,0,0,0,346.17,275.47,272.64,296.32,718.87,294.98,298.56,294.75,294.41,294.33,525.03,444.96,392.47,0,0,0,0,0,0,0,0,0,fight
0,821.76,0,0,0,0,0,0,0,0,0,275.78,307.83,0,0,0,307.55,336.59,254.42,0,0,0,315.32,343.7,462.04,0,0,0,498.18,516.61,0,704.2,681.92,666.65,674.26,427.95,571.28,595.8,0,0,0,0,734.74,713.41,698.83,706.1,476.54,608.53,631.61,0,0,0,0,758.7,542.3,511.62,0,0,0,621.7,324.01,269.52,307.55,636.57,351.69,302.24,307.83,0,0,0,0,265.11,194.8,203.36,244.72,635.45,238.44,237.22,240.83,238.73,238.58,523.24,349.66,299.87,739.61,447.29,446.65,448.58,447.45,447.37,645.76,515.25,482.85,fight
731.75,664.14,416.08,179.18,0,575.03,435.49,0,460.29,266.18,0,269.56,317.51,482.28,302.62,0,305.6,348.62,241.3,0,299.4,0,302.42,345.83,472.66,0,504.8,0,506.6,533.65,474.87,648.76,0,605.94,362.11,466.13,460.05,588.39,0,290.66,0,576.42,726.4,0,688.42,487.73,569.24,564.27,673.03,0,437.31,0,416.35,810.04,602.0,572.38,0,0,0,629.49,320.16,260.22,305.6,651.46,361.45,309.61,317.51,0,0,0,0,263.19,185.69,198.58,245.28,726.11,406.28,406.01,407.68,406.36,406.08,567.84,483.2,445.75,722.22,399.28,399.01,400.71,399.36,399.08,562.86,477.33,439.38,fight
506.5,535.78,485.07,193.17,262.12,0,0,0,524.62,277.94,329.61,275.86,439.18,544.27,313.46,360.07,311.62,462.48,285.55,282.85,332.7,376.94,330.97,475.73,498.2,496.65,526.64,555.65,525.55,626.88,527.33,597.97,537.46,573.65,555.51,366.96,0,410.08,0,283.02,333.91,576.15,641.44,585.44,618.83,602.05,434.2,0,471.21,0,366.02,406.65,485.32,382.93,443.4,396.68,0,0,0,239.62,327.7,261.04,311.62,417.37,473.47,430.03,439.18,279.02,196.47,215.78,259.94,281.76,200.35,219.32,262.89,336.34,304.2,303.24,306.62,303.5,303.11,0,403.85,351.92,0,0,0,0,0,0,0,0,0,fight
595.18,307.39,585.6,159.3,0,698.69,413.05,0,591.03,178.21,0,177.52,349.3,614.71,245.6,0,245.1,388.03,216.61,217.31,244.74,0,244.23,387.49,432.78,433.13,447.52,0,447.25,539.0,624.54,694.42,591.44,0,360.96,336.59,0,459.11,274.49,269.25,0,675.37,740.48,644.89,0,443.14,423.52,0,526.18,376.07,372.26,0,578.12,418.31,431.35,417.27,198.85,225.0,196.66,190.91,218.01,188.62,245.1,356.29,371.52,355.07,349.3,187.36,152.16,138.16,218.28,186.55,151.16,137.06,217.59,278.36,238.53,237.21,244.98,239.72,257.23,459.79,297.61,276.8,0,0,0,0,0,0,0,0,0,fight
231.37,561.95,156.98,0,0,332.1,0,0,202.19,0,0,220.1,377.0,267.15,0,0,280.94,415.47,231.14,316.78,0,0,264.68,404.65,461.53,509.84,0,0,479.21,568.62,405.49,753.74,650.8,655.61,653.2,500.07,495.1,487.8,538.97,0,0,340.6,720.91,612.47,617.59,615.03,449.06,443.52,435.35,492.0,0,0,115.66,356.45,368.21,342.31,423.78,433.72,411.96,247.16,263.84,226.3,280.94,393.42,404.1,380.65,377.0,316.08,285.49,280.6,330.49,230.17,185.95,178.35,249.6,373.07,314.25,314.0,315.55,314.68,332.1,442.65,384.31,359.58,366.38,306.28,306.02,307.61,306.73,324.57,437.03,377.83,352.64,fight
0,0,0,0,284.43,0,0,352.23,0,0,296.44,272.94,0,0,0,346.11,326.22,0,0,370.52,0,345.35,325.41,0,0,527.64,0,510.28,497.0,0,0,673.09,629.73,625.8,627.76,0,487.41,474.42,0,0,448.52,0,632.83,586.5,582.28,584.39,0,430.11,415.33,0,0,385.48,0,0,367.48,337.24,0,0,0,0,312.67,276.5,326.22,0,0,0,0,359.39,328.4,325.41,371.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.23,295.97,295.29,295.05,342.49,400.58,384.11,355.29,fight
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,953.07,0,0,410.76,0,0,434.94,0,0,360.57,219.48,247.55,0,0,397.48,275.96,298.77,442.87,503.53,0,534.28,451.24,465.54,434.08,495.81,0,527.02,442.61,457.18,0,788.8,683.97,689.78,686.87,637.16,0,541.79,614.83,0,566.35,0,721.96,605.66,612.22,608.94,552.25,0,438.81,526.34,0,468.8,0,854.46,362.31,364.36,902.54,464.49,466.09,821.87,276.85,279.52,275.96,829.81,299.59,302.06,247.55,355.76,357.84,313.19,355.07,262.99,265.8,201.72,262.06,917.89,437.36,438.42,430.26,433.61,503.92,523.82,493.66,495.16,0,0,0,0,0,0,0,0,0,fight
0,0,0,505.76,417.69,0,392.44,269.6,0,416.06,302.95,205.57,208.81,0,443.5,339.65,256.6,259.2,312.02,313.67,464.67,366.86,291.67,293.95,435.91,437.09,555.5,476.71,421.58,423.17,0,0,748.73,0,455.69,462.5,0,0,466.31,474.01,378.63,0,0,772.41,0,493.63,499.93,0,0,503.46,510.6,423.54,0,0,0,0,0,423.06,466.96,0,235.31,307.32,256.6,0,238.14,309.49,208.81,262.09,328.27,235.75,281.36,260.11,326.7,233.55,279.52,0,679.31,605.77,607.4,606.58,494.98,378.45,418.85,463.15,0,0,0,0,0,0,0,0,0,fight
