dn1n2,dn1p2,dre1n2,dre1rh2,dre1lh2,dle1n2,dle1rh2,dle1lh2,drk1n2,drk1rh2,drk1lh2,drk1rk2,drk1lk2,dlk1n2,dlk1rh2,dlk1lh2,dlk1rk2,dlk1lk2,dra1la2,dra1ra2,dra1rh2,dra1lh2,dra1rk2,dra1lk2,dla1la2,dla1ra2,dla1rh2,dla1lh2,dla1rk2,dla1lk2,drw1n2,drw1ne2,drw1rs2,drw1ls2,drw1p2,drw1rw2,drw1lw2,drw1re2,drw1le2,drw1rh2,drw1lh2,dlw1n2,dlw1ne2,dlw1rs2,dlw1ls2,dlw1p2,dlw1rw2,dlw1lw2,dlw1re2,dlw1le2,dlw1rh2,dlw1lh2,dn2p1,dre2n1,dre2rh1,dre2lh1,dle2n1,dle2rh1,dle2lh1,drk2n1,drk2rh1,drk2lh1,drk2lk1,dlk2n1,dlk2rh1,dlk2lh1,dlk2rk1,dra2rh1,dra2lh1,dra2rk1,dra2lk1,dla2rh1,dla2lh1,dla2rk1,dla2lk1,drw2n1,drw2ne1,drw2rs1,drw2ls1,drw2p1,drw2re1,drw2le1,drw2rh1,drw2lh1,dlw2n1,dlw2ne1,dlw2rs1,dlw2ls1,dlw2p1,dlw2re1,dlw2le1,dlw2rh1,dlw2lh1,label
0,0,0,0,0,0,264.37,325.6,0,292.97,349.21,277.32,209.39,0,334.26,384.51,320.63,264.09,228.45,352.94,277.41,336.26,260.82,187.0,439.39,515.21,466.72,503.93,457.06,419.34,0,679.38,0,0,0,0,767.37,0,514.07,427.73,468.05,0,679.38,0,0,0,0,767.37,0,514.07,427.73,468.05,0,0,0,0,567.46,443.37,491.87,481.43,326.1,389.48,320.63,445.77,270.7,344.43,209.39,403.58,456.33,365.3,399.18,300.83,368.58,247.11,294.9,0,0,0,0,0,0,0,0,0,804.11,675.03,942.65,839.42,888.98,0,689.77,721.91,752.67,fight
0,671.15,0,266.69,312.8,0,0,0,0,258.97,306.24,306.94,0,0,287.65,330.85,331.49,0,365.83,0,354.7,390.55,391.09,0,413.09,0,403.27,435.14,435.62,0,0,696.53,662.03,0,458.9,511.99,0,540.65,0,391.04,423.83,0,0,0,0,0,0,0,0,0,0,0,0,729.49,485.81,506.17,0,0,0,648.01,351.81,379.43,331.49,0,0,0,0,0,0,0,0,323.49,353.33,274.02,301.26,708.51,365.42,372.98,747.73,523.22,424.68,0,453.71,475.44,0,0,0,0,0,0,0,0,0,fight
773.84,664.84,689.44,595.27,575.59,0,0,0,544.73,419.22,390.78,350.72,248.1,541.58,415.12,386.37,345.81,241.1,282.16,287.09,393.76,363.33,319.86,202.12,428.03,431.3,508.57,485.39,453.77,380.06,627.4,709.21,687.03,0,486.63,544.78,0,0,0,522.16,499.61,0,0,0,0,0,0,0,0,0,0,0,576.42,0,0,0,0,0,0,652.01,419.22,427.33,345.81,603.04,338.07,348.07,248.1,394.79,403.39,321.12,315.75,391.22,399.89,316.72,311.27,708.51,373.21,375.76,680.65,485.2,615.21,0,502.62,509.4,0,0,0,0,0,0,0,0,0,fight
0,570.55,0,0,0,0,0,0,0,0,0,320.47,260.28,0,0,0,407.46,362.04,498.12,505.47,0,0,429.64,386.83,533.97,540.83,0,0,470.74,432.02,0,0,616.31,688.67,651.97,434.26,0,0,0,0,0,0,0,612.64,685.39,648.51,429.04,0,0,0,0,0,0,0,0,0,0,0,0,380.25,520.63,456.15,407.46,331.11,485.91,416.08,260.28,584.78,528.19,416.66,486.76,578.44,521.16,407.72,479.13,298.4,559.7,242.14,532.98,369.8,506.5,470.47,464.23,390.55,0,0,0,0,0,0,0,0,0,fight
1011.0,798.79,689.05,0,0,682.49,0,0,729.15,0,0,410.12,0,706.14,0,0,367.66,0,577.01,0,0,0,502.2,0,494.33,0,0,0,404.5,0,760.19,648.72,619.95,0,440.26,0,0,573.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735.87,878.97,595.69,560.63,0,0,0,811.58,490.83,447.64,367.66,0,0,0,0,0,0,0,0,567.14,530.2,498.93,464.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,137.97,0,559.47,425.34,0,562.17,428.88,0,589.43,464.04,0,275.14,0,534.64,392.1,0,118.79,685.19,0,716.27,617.21,0,491.24,554.6,0,592.57,468.03,0,281.81,0,0,0,0,0,0,0,0,0,0,0,0,528.56,526.01,535.42,528.52,0,0,0,0,745.29,650.67,0,0,0,0,0,0,0,0,0,0,0,153.1,444.02,530.69,275.14,0,0,0,0,652.17,714.0,551.24,492.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
685.63,131.75,687.2,550.83,196.58,685.82,549.1,191.69,723.29,595.24,299.24,318.68,0,757.19,636.0,373.8,389.54,0,591.1,596.05,629.53,362.69,378.89,0,603.25,608.1,640.96,382.17,397.57,0,682.26,117.05,136.48,122.65,112.87,0,0,219.69,227.48,544.64,178.51,683.79,125.69,143.96,130.92,121.81,0,0,224.41,232.05,546.56,184.29,673.88,229.96,474.28,429.79,237.41,477.94,433.82,220.2,469.63,424.65,389.54,0,0,0,0,657.48,626.13,559.71,602.87,652.99,621.42,554.43,597.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,152.64,0,0,293.13,0,321.79,0,0,384.42,0,406.7,0,761.73,0,555.79,0,571.42,0,605.91,0,309.52,0,336.79,0,0,0,453.36,0,248.29,0,0,0,252.72,141.74,0,0,0,452.59,0,246.89,0,0,0,251.34,139.27,0,0,0,0,0,0,527.88,277.03,0,502.5,224.93,406.7,0,0,0,0,0,0,0,0,711.49,551.63,597.71,647.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,543.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.47,99.5,479.1,289.17,0,0,0,0,0,0,0,607.5,606.14,766.19,664.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,591.06,0,0,630.49,0,325.16,0,0,0,0,0,0,0,0,802.07,0,592.9,0,0,0,681.56,0,415.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565.01,0,0,0,0,0,0,0,0,0,492.6,259.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,189.61,0,0,382.43,0,343.76,0,0,269.33,0,210.85,0,0,0,640.93,0,618.63,0,0,0,472.41,0,441.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.32,0,192.31,0,0,0,0,196.35,0,0,0,0,0,0,0,0,0,490.32,276.93,210.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
362.23,381.06,304.63,0,0,74.46,0,0,72.01,0,0,0,153.0,167.29,0,0,0,214.97,731.93,609.51,0,0,0,627.93,461.77,221.42,0,0,0,267.97,284.27,366.32,390.33,0,307.91,0,0,0,0,0,0,287.17,368.58,392.44,0,310.59,0,0,0,0,0,0,73.98,0,0,0,0,0,0,0,0,0,0,386.57,272.92,333.2,153.0,227.38,297.05,25.02,153.06,464.66,502.45,406.0,433.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
497.04,0,472.43,0,0,0,0,0,374.34,0,0,0,0,0,0,0,0,0,0,602.14,0,0,0,0,0,367.23,0,0,0,0,476.83,0,0,0,0,0,0,0,0,0,0,387.71,0,0,0,0,0,0,0,0,0,0,439.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.36,277.3,64.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
418.88,0,412.8,0,0,330.15,0,0,370.76,0,0,216.3,0,0,0,0,0,0,0,84.77,0,0,137.3,0,0,423.81,0,0,437.36,0,435.38,0,0,0,0,0,0,0,390.49,0,0,435.38,0,0,0,0,0,0,0,390.49,0,0,374.95,0,0,0,372.01,408.27,415.11,291.19,336.29,344.55,0,0,0,0,0,318.47,327.18,187.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
553.05,465.46,409.79,407.52,0,0,0,0,349.32,346.66,0,0,0,0,0,0,0,0,0,0,312.43,0,0,0,0,0,496.34,0,0,0,453.5,0,0,370.29,341.25,0,0,0,0,451.45,0,472.81,0,0,393.71,366.52,0,0,0,0,470.85,0,353.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
417.31,272.43,0,0,0,0,0,0,338.83,318.55,0,0,0,0,0,0,0,0,0,0,310.14,0,0,0,0,0,473.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508.83,498.04,426.55,0,398.72,0,0,0,0,495.55,0,450.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,246.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.24,453.75,478.02,0,455.39,0,0,0,0,0,0,485.62,463.58,487.36,0,465.19,0,0,0,0,249.58,373.51,311.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.8,221.14,197.47,239.74,216.81,195.06,412.56,400.78,344.08,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,266.99,0,0,0,0,305.94,0,697.1,0,0,0,316.08,0,895.2,0,0,0,644.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.66,393.09,352.42,305.94,0,0,0,0,0,0,0,0,735.23,714.32,676.26,692.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,442.06,0,0,0,0,0,450.39,0,261.59,262.09,0,470.69,0,295.17,295.61,770.27,739.5,744.68,0,648.17,648.37,768.63,737.79,742.97,0,646.21,646.41,0,0,0,0,0,67.9,0,0,0,392.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.27,408.25,350.04,295.17,360.63,408.57,350.41,262.09,541.67,499.27,441.78,462.46,582.98,543.8,491.55,510.22,339.27,86.82,59.82,135.42,94.51,215.2,0,389.84,328.38,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791.32,802.42,0,0,0,0,786.3,797.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596.34,553.23,488.77,0,581.33,537.01,470.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
305.16,0,292.8,0,0,0,0,0,374.39,0,0,0,315.43,355.49,0,0,0,292.74,0,0,0,0,0,0,0,0,0,0,0,487.17,289.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.27,0,0,0,0,0,0,0,0,0,0,229.03,464.66,362.02,315.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,297.04,0,0,0,0,0,401.38,0,0,0,0,371.4,0,0,0,0,0,0,0,0,852.87,0,0,788.1,0,0,0,0,0,0,0,217.04,0,0,0,0,303.4,0,0,0,0,0,290.64,0,0,0,0,359.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624.38,530.57,517.09,494.18,354.45,208.0,216.21,214.16,208.04,208.06,0,488.5,360.96,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791.67,0,0,0,0,0,788.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532.61,422.45,444.61,362.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.25,0,0,0,0,0,0,0,0,0,0,221.78,0,0,0,0,220.91,505.34,346.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
245.31,108.66,329.76,0,0,250.89,0,0,248.24,0,0,484.95,0,370.41,0,0,557.45,0,0,0,0,0,0,0,0,0,0,0,0,0,249.55,0,139.01,0,117.92,0,168.77,0,0,0,0,257.99,0,153.65,0,134.87,0,181.02,0,0,0,0,281.2,0,0,0,0,0,0,483.46,686.1,600.52,557.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.43,147.35,339.09,130.61,212.8,273.77,170.74,513.22,391.52,fight
233.26,0,491.48,0,0,259.86,0,0,606.53,0,0,0,0,422.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.76,0,0,0,0,469.56,0,0,0,0,0,239.02,0,0,0,0,426.95,0,0,0,0,0,274.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.76,445.97,476.37,425.01,447.48,605.57,438.96,725.27,610.81,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,799.72,592.57,0,0,0,730.1,494.62,0,0,0,0,910.44,735.18,0,0,0,0,909.77,734.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683.57,976.57,873.79,730.1,422.93,815.65,689.28,592.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,878.96,0,0,752.96,0,0,832.69,0,804.03,0,0,835.13,0,806.57,0,630.92,271.53,751.93,0,720.07,0,629.42,268.02,750.67,0,718.75,0,0,467.0,0,481.74,431.21,415.03,0,0,0,836.12,0,0,283.99,0,307.62,220.23,186.56,0,0,0,749.44,0,0,0,0,0,0,0,0,0,726.25,891.13,806.57,0,0,0,0,287.51,591.05,449.11,453.64,637.96,820.78,725.28,728.09,0,263.21,293.87,253.34,273.59,495.7,200.24,217.89,560.5,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,860.47,0,0,0,0,860.97,0,674.5,684.08,0,0,767.91,0,673.64,683.24,0,0,767.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745.67,1052.18,0,860.97,0,0,0,0,992.65,0,786.57,787.12,986.07,0,778.25,778.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
311.18,346.56,443.3,0,0,746.22,0,0,554.6,0,0,898.17,0,552.06,0,0,896.61,0,269.42,704.66,0,0,789.7,0,267.29,703.85,0,0,788.97,0,480.89,502.53,561.28,455.13,504.51,0,0,519.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726.08,368.72,837.44,0,0,0,0,771.99,1077.65,0,896.61,0,0,0,0,1016.98,0,824.41,822.7,781.21,0,505.65,502.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,0,911.38,0,0,0,0,556.04,710.4,250.32,0,0,0,533.23,709.91,248.91,0,0,0,532.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918.9,0,911.38,789.11,0,780.34,295.8,1031.85,0,1025.16,727.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,811.53,0,0,0,0,0,854.34,912.22,746.01,0,0,716.13,784.27,582.64,697.83,0,0,692.96,763.18,553.91,697.37,0,0,692.5,762.76,553.34,0,0,0,0,0,0,0,0,0,0,753.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079.31,1005.38,784.27,0,943.03,857.42,746.01,0,0,0,0,1034.14,956.72,858.29,720.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,738.24,536.57,0,0,0,763.08,570.27,674.58,0,0,0,738.03,536.29,673.68,0,0,0,737.21,535.16,0,0,494.17,0,373.23,325.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058.47,987.7,763.08,0,929.12,847.63,536.57,0,0,0,0,1015.25,941.24,674.81,701.9,0,351.95,245.8,300.29,273.02,407.68,0,774.88,675.01,0,0,0,0,0,0,0,0,0,fight
241.1,238.25,430.69,888.76,653.09,737.79,1071.79,886.21,709.88,1052.77,863.11,0,0,526.26,938.8,719.71,0,0,641.11,182.43,812.31,544.5,0,0,640.71,181.02,811.99,544.03,0,0,358.06,457.29,321.08,402.87,356.15,0,0,299.06,0,855.92,607.65,661.04,719.64,641.76,686.34,660.0,0,0,631.03,0,1020.47,823.41,707.0,139.13,521.03,650.03,0,0,0,0,0,0,0,0,0,0,0,536.73,662.68,694.09,504.76,815.98,903.82,927.1,795.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,276.19,0,0,0,0,0,0,0,0,0,0,775.25,0,0,0,0,545.77,598.64,642.97,0,0,0,483.98,597.6,641.99,0,0,0,482.69,0,0,488.59,0,345.43,0,539.56,0,455.73,0,0,0,0,416.08,0,231.78,0,474.89,0,376.95,0,0,0,0,0,0,405.76,0,0,0,0,0,0,509.18,0,0,775.25,0,0,883.28,690.68,0,0,851.56,649.61,0,0,0,0,0,0,0,0,0,498.08,570.83,503.61,534.4,518.15,591.59,463.52,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,808.93,0,0,0,0,0,0,166.88,118.21,0,0,584.04,0,147.2,88.28,0,0,578.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727.79,0,0,0,0,0,0,450.05,0,572.04,0,465.21,0,584.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,141.42,0,0,0,0,0,0,183.14,132.02,0,0,164.01,0,177.55,124.15,0,0,157.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.44,0,0,0,0,0,0,0,0,0,102.61,0,0,0,163.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,554.66,543.43,0,0,0,595.4,584.95,0,0,0,0,538.78,527.2,0,0,0,0,538.78,527.2,0,0,0,0,0,0,0,172.41,0,0,0,0,0,0,0,0,0,0,169.2,0,0,0,0,0,0,0,0,0,0,0,0,0,595.4,0,0,0,543.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,653.99,0,721.21,0,0,822.51,0,0,823.66,0,0,0,0,776.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540.72,280.2,0,735.93,100.17,0,680.33,0,0,0,0,540.11,279.02,0,735.47,96.8,0,679.84,0,0,599.35,747.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.81,743.73,743.18,745.63,744.38,773.87,869.06,1044.45,0,fight
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.27,0,0,0,0,0,0,0,0,0,0,53.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.01,0,41.19,41.05,236.58,44.78,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,650.17,0,0,616.29,0,0,724.83,0,0,0,0,0,0,0,0,0,0,873.28,0,0,0,0,0,913.09,0,0,0,0,0,144.18,154.55,143.14,142.06,142.0,144.18,143.27,632.16,0,0,0,188.66,196.7,187.86,187.04,187.0,188.66,187.96,643.76,0,0,0,616.51,636.49,0,616.29,636.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4,5.66,69.12,32.75,208.04,19.42,616.01,636.01,0,20.0,4.0,69.0,32.5,208.0,19.0,616.0,636.0,fight
0,147.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858.26,0,0,0,0,0,920.5,0,0,0,0,0,0,0,51.62,0,51.16,60.21,0,78.75,78.75,0,0,0,0,35.9,0,35.23,47.42,0,69.46,69.46,0,0,0,158.77,610.95,632.85,158.77,610.95,632.85,0,0,0,0,0,0,0,0,0,0,0,0,874.1,889.54,717.49,0,150.44,34.54,32.56,37.74,32.76,211.44,184.79,608.84,630.81,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,0,607.79,0,0,0,0,704.28,0,0,0,0,0,760.58,0,0,0,0,0,862.91,0,0,182.56,0,176.92,176.78,0,176.38,0,0,0,0,0,186.4,0,180.88,180.74,0,180.35,0,0,0,0,0,617.39,649.37,0,0,0,0,0,0,0,0,793.53,818.66,607.79,0,0,0,0,0,0,0,0,0,64.08,57.7,77.16,67.31,212.48,183.71,617.51,649.48,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,0,570.31,0,0,0,0,666.91,0,0,0,0,0,712.07,0,0,0,0,0,819.36,0,0,0,211.6,108.17,0,0,69.08,0,0,0,0,0,0,215.87,116.3,0,0,81.22,0,0,0,0,0,593.46,631.25,0,0,0,0,0,0,0,0,749.98,780.23,570.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,93.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753.8,0,0,0,0,0,608.89,0,0,0,0,0,0,103.86,0,82.2,81.3,0,0,152.32,154.02,0,0,0,106.21,0,85.16,84.29,0,0,153.94,155.62,0,0,0,159.03,532.85,565.9,160.65,533.34,566.36,0,0,0,0,0,0,0,0,0,0,0,0,795.05,817.57,662.83,739.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,56.22,0,0,0,0,0,0,0,0,0,0,485.17,0,0,0,0,452.23,705.39,0,0,0,0,584.8,584.26,0,0,0,0,431.01,0,115.57,0,139.85,120.98,0,161.93,202.2,0,0,0,0,310.58,0,320.41,312.63,0,330.64,352.12,0,0,0,0,171.49,520.52,501.62,0,0,0,0,0,0,0,418.82,645.71,630.57,485.17,0,0,0,0,756.65,743.78,625.28,600.08,0,0,0,0,0,0,0,0,0,121.43,142.41,116.11,131.61,121.76,138.96,0,506.24,486.78,fight
0,0,0,0,0,0,0,0,0,0,0,343.65,0,0,0,0,430.2,0,682.22,0,0,0,472.31,0,570.73,0,0,0,288.76,0,0,0,149.35,0,142.39,0,0,253.22,0,0,0,0,0,154.04,0,147.31,0,0,256.02,0,0,0,0,0,510.63,506.08,0,0,0,0,524.67,520.24,430.2,0,0,0,0,0,0,0,0,719.46,716.24,600.37,653.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833.95,788.08,0,0,0,0,0,0,0,0,0,838.68,793.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526.34,0,0,0,0,0,0,0,0,450.13,0,0,0,0,0,0,0,0,fight
111.89,152.24,140.77,0,0,234.31,0,0,246.0,0,0,0,442.7,148.19,0,0,0,396.77,564.22,428.63,0,0,0,399.62,569.14,435.09,0,0,0,406.55,56.32,0,0,233.55,117.59,152.84,0,226.57,0,0,0,168.87,0,0,282.65,197.92,220.69,0,276.9,0,0,0,75.31,246.33,502.67,522.41,0,0,0,0,0,0,0,384.69,583.08,600.19,442.7,603.33,619.88,469.05,425.97,706.13,720.32,595.5,562.2,180.85,168.62,161.64,160.01,160.81,200.01,274.02,474.03,494.92,0,0,0,0,0,0,0,0,0,fight
0,0,0,0,0,0,0,0,0,0,0,0,324.68,0,0,0,0,373.35,528.28,411.95,0,0,0,339.84,525.49,408.35,0,0,0,335.48,0,0,0,280.05,223.4,312.29,294.32,287.81,335.0,0,0,0,0,0,197.29,102.01,240.88,217.08,208.17,269.67,0,0,0,0,426.1,416.51,0,459.3,450.41,0,0,0,0,0,456.97,448.04,324.68,512.87,504.92,399.53,440.0,610.26,603.6,518.66,550.44,0,282.17,265.23,307.2,284.32,259.08,244.38,443.0,433.78,0,262.15,243.82,288.92,264.46,237.12,220.97,430.53,421.03,fight
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.36,0,441.0,439.66,0,0,0,0,0,0,0,369.12,0,396.71,395.21,0,0,0,338.31,445.46,445.46,336.55,444.13,444.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.49,314.84,300.31,310.91,305.49,342.43,392.56,421.08,421.08,0,0,0,0,0,0,0,0,0,fight
